gbifID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship
1913497211,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497210,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497209,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497208,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497207,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497206,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497205,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497204,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497203,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497202,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497201,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497200,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497199,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497198,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497197,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497196,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497195,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497194,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497193,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497192,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497191,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497190,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497189,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497188,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497187,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497186,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497185,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497184,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497183,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497182,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497181,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497180,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497179,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497178,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497177,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497176,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497175,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497174,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497173,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497172,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497171,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497170,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497169,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497168,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497167,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497166,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497165,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497164,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497163,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497162,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497161,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497160,Animalia,Annelida,Clitellata,Lumbriculida,Lumbriculidae,,,,FAMILY,Lumbriculidae,Lumbriculidae,
1913497159,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497158,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497157,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497156,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497155,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497154,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497153,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497152,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497151,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497150,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497149,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497148,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497147,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497146,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497145,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497144,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497143,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497142,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497141,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497140,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497139,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497138,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497137,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497136,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497135,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497134,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497133,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497132,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497131,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497130,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497129,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497128,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497127,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497126,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497125,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497124,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497123,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497122,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497121,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497120,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497119,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497118,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497117,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497116,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497115,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497114,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497113,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497112,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497111,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497110,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497109,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497108,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497107,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497106,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497105,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497104,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497103,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497102,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497101,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497100,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497099,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497098,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497097,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497096,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497095,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497094,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497093,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497092,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497091,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497090,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497089,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497088,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497087,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497086,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497085,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497084,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497083,Animalia,Annelida,Clitellata,,,,,,CLASS,Clitellata,Clitellata,
1913497082,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497081,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497080,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497079,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497078,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497077,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497076,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497075,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497074,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497073,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497072,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497071,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497070,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497069,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497068,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497067,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497066,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497065,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497064,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497063,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497062,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497061,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497060,Animalia,Annelida,Clitellata,,,,,,CLASS,Clitellata,Clitellata,
1913497059,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1913497058,Animalia,Annelida,Clitellata,,,,,,CLASS,Oligochaeta,Oligochaeta,
1913497057,Animalia,Annelida,Clitellata,Haplotaxida,,,,,ORDER,Haplotaxida,Haplotaxida,
1438492829,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster saliens,,SPECIES,"Dichogaster saliens (Beddard, 1893)",Dichogaster saliens,
1438492828,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492827,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,,,GENUS,"Urobenus Benham, 1886",Urobenus,
1438492826,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Diachaeta,,,GENUS,"Diachaeta Benham, 1886",Diachaeta,
1438492825,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Wegeneriella,Wegeneriella divergens,itapecu,SUBSPECIES,"Wegeneriella divergens itapecu Righi, Ayres & Bittencourt, 1978",itapecu,
1438492824,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Wegeneriella,Wegeneriella divergens,itapecu,SUBSPECIES,"Wegeneriella divergens itapecu Righi, Ayres & Bittencourt, 1978",itapecu,
1438492823,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,,,GENUS,"Urobenus Benham, 1886",Urobenus,
1438492822,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus brasiliensis,,SPECIES,"Urobenus brasiliensis Benham, 1886",Urobenus brasiliensis,
1438492821,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492820,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,bolaui,SUBSPECIES,Dichogaster bolaui bolaui,bolaui,
1438492819,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster andina,evae,SUBSPECIES,"Dichogaster andina evae Righi, Ayres & Bittencourt, 1978",evae,
1438492818,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492817,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,Urobenus petrerei,,SPECIES,"Urobenus petrerei Righi, 1985",Urobenus petrerei,
1438492816,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492815,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster andina,evae,SUBSPECIES,"Dichogaster andina evae Righi, Ayres & Bittencourt, 1978",evae,
1438492814,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492813,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus jucundus,,SPECIES,"Rhinodrilus jucundus Righi, 1985",Rhinodrilus jucundus,
1438492812,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,bolaui,SUBSPECIES,Dichogaster bolaui bolaui,bolaui,
1438492811,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster bolaui,bolaui,SUBSPECIES,Dichogaster bolaui bolaui,bolaui,
1438492810,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492809,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492808,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492807,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus jucundus,,SPECIES,"Rhinodrilus jucundus Righi, 1985",Rhinodrilus jucundus,
1438492806,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Pontoscolex,Pontoscolex corethrurus,,SPECIES,"Pontoscolex corethrurus (Muller, 1856)",Pontoscolex corethrurus,
1438492805,Animalia,Annelida,Clitellata,Arhynchobdellida,Cylicobdellidae,Centropygos,Centropygos joseensis,,SPECIES,"Cylicobdella joseensis (Grube & Örsted, 1859)",Cylicobdella  joseensis,
1438492804,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Urobenus,,,GENUS,"Urobenus Benham, 1886",Urobenus,
1438492803,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492802,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster andina,evae,SUBSPECIES,"Dichogaster andina evae Righi, Ayres & Bittencourt, 1978",evae,
1438492801,Animalia,Annelida,Clitellata,Crassiclitellata,Rhinodrilidae,Rhinodrilus,Rhinodrilus jucundus,,SPECIES,"Rhinodrilus jucundus Righi, 1985",Rhinodrilus jucundus,
1438492800,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster andina,evae,SUBSPECIES,"Dichogaster andina evae Righi, Ayres & Bittencourt, 1978",evae,
1438492799,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492798,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492797,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492796,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492795,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492794,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492793,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492792,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster andina,evae,SUBSPECIES,"Dichogaster andina evae Righi, Ayres & Bittencourt, 1978",evae,
1438492791,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492790,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492789,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492788,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492787,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492786,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492785,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492784,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492783,Animalia,Annelida,Clitellata,Crassiclitellata,Octochaetidae,Dichogaster,Dichogaster servi,,SPECIES,"Dichogaster servi Righi & Ayres, 1975",Dichogaster servi,
1438492782,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492781,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492780,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492779,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492778,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492777,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492776,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492775,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492774,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492773,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492772,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492771,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492770,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492769,Animalia,Annelida,Clitellata,,,Turedrilus,,,GENUS,"Turedrilus Righi, 1993",Turedrilus,
1438492768,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492767,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492766,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492765,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492764,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492763,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492762,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,,,GENUS,"Holoscolex Cognetti de Martiis, 1904",Holoscolex,
1438492761,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492760,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492759,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
1438492758,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Righiodrilus,,,GENUS,"Righiodrilus Zicsi, 1995",Righiodrilus,
1438492757,incertae sedis,,,,,,,,KINGDOM,incertae sedis,,
